influencerId,campaignId,views,likes,comments,shares
influencer_5161,campaign_2,65286,837,163,376
influencer_5162,campaign_9,75842,3249,819,1204
influencer_5163,campaign_6,15908,191,41,68
influencer_5164,campaign_5,93617,865,183,316
influencer_5165,campaign_5,51626,1405,201,268
influencer_5166,campaign_3,38228,2530,585,201
influencer_5167,campaign_6,24386,640,99,99
influencer_5168,campaign_4,47754,489,155,159
influencer_5169,campaign_10,29302,785,127,91
influencer_5170,campaign_2,61815,4402,1084,152
influencer_5171,campaign_3,85748,3456,871,143
influencer_5172,campaign_9,64344,1576,396,333
influencer_5173,campaign_9,36618,921,131,175
influencer_5174,campaign_6,77234,2639,546,1042
influencer_5175,campaign_10,62114,1409,219,208
influencer_5176,campaign_10,71130,4414,872,532
influencer_5177,campaign_9,26525,465,105,151
influencer_5178,campaign_4,80818,332,91,48
influencer_5179,campaign_5,15334,215,59,28
influencer_5180,campaign_10,95715,6393,1512,398
influencer_5181,campaign_6,63767,1704,425,61
influencer_5182,campaign_9,7644,267,56,75
influencer_5183,campaign_5,33933,801,201,245
influencer_5184,campaign_8,44469,1799,284,516
influencer_5185,campaign_1,34687,1777,311,711
influencer_5186,campaign_5,53656,2340,364,740
influencer_5187,campaign_10,18375,537,115,60
influencer_5188,campaign_1,66206,1667,426,519
influencer_5189,campaign_10,97462,6348,1578,779
influencer_5190,campaign_6,37607,1525,388,138
influencer_5191,campaign_7,84178,5163,944,496
influencer_5192,campaign_5,24993,1644,424,203
influencer_5193,campaign_1,45386,289,73,34
influencer_5194,campaign_6,47287,745,185,88
influencer_5195,campaign_10,87724,1932,445,461
influencer_5196,campaign_5,99132,3272,591,1521
influencer_5197,campaign_6,94308,894,170,307
influencer_5198,campaign_10,97393,5254,1297,803
influencer_5199,campaign_7,77312,626,119,154
influencer_5200,campaign_7,99371,6318,1592,610
influencer_5201,campaign_2,76324,534,110,74
influencer_5202,campaign_3,72196,4221,927,871
influencer_5203,campaign_6,71014,516,89,99
influencer_5204,campaign_3,9210,38,12,13
influencer_5205,campaign_2,11922,348,88,15
influencer_5206,campaign_4,37289,2738,668,121
influencer_5207,campaign_5,34340,702,182,230
influencer_5208,campaign_10,40850,1300,351,447
influencer_5209,campaign_9,57984,2619,545,226
influencer_5210,campaign_3,85178,3488,741,841
influencer_5211,campaign_3,12094,725,167,264
influencer_5212,campaign_6,88959,4110,768,1109
influencer_5213,campaign_5,34418,718,149,244
influencer_5214,campaign_6,6741,414,73,104
influencer_5215,campaign_7,73374,1892,580,575
influencer_5216,campaign_3,69798,2432,411,212
influencer_5217,campaign_5,71532,3934,650,1457
influencer_5218,campaign_8,23164,133,24,28
influencer_5219,campaign_4,36595,1316,215,193
influencer_5220,campaign_10,31257,824,160,88
influencer_5221,campaign_2,15211,858,177,237
influencer_5222,campaign_4,96989,1585,383,56
influencer_5223,campaign_2,6232,417,111,85
influencer_5224,campaign_3,68753,2109,558,387
influencer_5225,campaign_4,53691,755,154,264
influencer_5226,campaign_4,90765,4890,984,1376
influencer_5227,campaign_10,80768,5459,1006,1602
influencer_5228,campaign_9,26613,1298,182,228
influencer_5229,campaign_10,15026,581,146,231
influencer_5230,campaign_6,54535,1060,235,309
influencer_5231,campaign_9,95090,6567,1714,569
influencer_5232,campaign_4,31908,1299,273,588
influencer_5233,campaign_9,53113,3523,958,354
influencer_5234,campaign_9,20610,269,55,84
influencer_5235,campaign_6,47646,1116,247,353
influencer_5236,campaign_5,64185,2805,457,975
influencer_5237,campaign_3,73567,3679,827,813
influencer_5238,campaign_5,48574,1823,365,156
influencer_5239,campaign_3,92051,5991,1103,1440
influencer_5240,campaign_5,37182,1015,220,206
influencer_5241,campaign_5,1570,70,18,22
influencer_5242,campaign_2,98790,5736,1155,910
influencer_5243,campaign_9,20288,1370,222,420
influencer_5244,campaign_7,79824,4258,1135,1235
influencer_5245,campaign_6,30877,409,78,192
influencer_5246,campaign_5,85425,2165,417,904
influencer_5247,campaign_4,1917,111,26,11
influencer_5248,campaign_8,76602,4449,1214,841
influencer_5249,campaign_2,96040,3663,907,708
influencer_5250,campaign_8,65575,1257,237,165
influencer_5251,campaign_1,73518,783,146,327
influencer_5252,campaign_10,40104,2867,487,239
influencer_5253,campaign_1,19062,401,113,110
influencer_5254,campaign_3,17999,350,74,23
influencer_5255,campaign_5,62845,4030,958,682
influencer_5256,campaign_6,10941,534,128,36
influencer_5257,campaign_4,62169,2756,729,309
influencer_5258,campaign_7,24470,1673,230,380
influencer_5259,campaign_7,60821,699,98,110
influencer_5260,campaign_2,87669,1431,354,431
influencer_5261,campaign_2,45435,1786,327,603
influencer_5262,campaign_2,5529,337,45,47
influencer_5263,campaign_2,84055,1080,267,136
influencer_5264,campaign_9,13192,786,199,72
influencer_5265,campaign_5,75102,1196,311,419
influencer_5266,campaign_8,73762,4391,1203,536
influencer_5267,campaign_5,87795,5235,750,1089
influencer_5268,campaign_5,35087,404,63,67
influencer_5269,campaign_1,67677,409,98,16
influencer_5270,campaign_6,5627,108,15,21
influencer_5271,campaign_4,57541,1337,325,183
influencer_5272,campaign_3,69226,275,50,89
influencer_5273,campaign_6,4255,312,59,54
influencer_5274,campaign_2,58433,512,116,84
influencer_5275,campaign_8,6213,336,101,75
influencer_5276,campaign_1,20404,628,128,197
influencer_5277,campaign_9,26380,1129,248,57
influencer_5278,campaign_8,92056,3483,632,1392
influencer_5279,campaign_1,20173,792,186,85
influencer_5280,campaign_10,54027,886,197,346
influencer_5281,campaign_9,24989,1633,304,367
influencer_5282,campaign_2,25519,571,134,207
influencer_5283,campaign_3,23439,1491,282,106
influencer_5284,campaign_2,77949,1198,285,144
influencer_5285,campaign_8,15995,144,34,10
influencer_5286,campaign_2,24559,872,209,144
influencer_5287,campaign_10,90049,3764,700,1775
influencer_5288,campaign_2,6021,92,17,14
influencer_5289,campaign_1,99000,4244,754,627
influencer_5290,campaign_7,22119,1159,231,294
influencer_5291,campaign_2,52539,1525,340,59
influencer_5292,campaign_10,95835,524,117,22
influencer_5293,campaign_5,40350,475,101,197
influencer_5294,campaign_5,47223,2195,387,454
influencer_5295,campaign_3,26517,806,131,318
influencer_5296,campaign_3,79653,2885,664,761
influencer_5297,campaign_3,23250,1386,221,599
influencer_5298,campaign_6,85486,727,179,145
influencer_5299,campaign_4,83895,3528,683,837
influencer_5300,campaign_3,90132,2095,500,509
influencer_5301,campaign_2,92066,1453,303,171
influencer_5302,campaign_3,67798,1450,406,216
influencer_5303,campaign_4,55199,245,55,83
influencer_5304,campaign_6,60546,2553,767,654
influencer_5305,campaign_4,89151,4565,782,540
influencer_5306,campaign_8,4327,244,45,73
influencer_5307,campaign_3,30768,1742,547,529
influencer_5308,campaign_3,65418,2536,488,152
influencer_5309,campaign_3,95386,4414,1098,1829
influencer_5310,campaign_8,43788,2486,380,420
influencer_5311,campaign_4,83384,2554,412,769
influencer_5312,campaign_1,47830,1714,292,246
influencer_5313,campaign_2,53446,1951,254,258
influencer_5314,campaign_10,16160,739,173,76
influencer_5315,campaign_2,57583,3133,445,626
influencer_5316,campaign_3,34998,1475,213,262
influencer_5317,campaign_6,28230,131,29,13
influencer_5318,campaign_8,10076,349,78,17
influencer_5319,campaign_1,70341,5358,1010,451
influencer_5320,campaign_9,32085,1805,445,210
influencer_5321,campaign_1,56571,2847,557,1112
influencer_5322,campaign_10,15715,362,86,27
influencer_5323,campaign_2,6750,251,64,36
influencer_5324,campaign_3,79768,1687,410,670
influencer_5325,campaign_7,36903,2567,462,358
influencer_5326,campaign_9,73489,595,150,74
influencer_5327,campaign_3,33093,1544,253,458
influencer_5328,campaign_8,92036,5518,1031,1874
influencer_5329,campaign_9,88954,5844,1218,278
influencer_5330,campaign_10,35314,1508,231,533
influencer_5331,campaign_7,49225,819,131,193
influencer_5332,campaign_4,88985,5047,1204,1665
influencer_5333,campaign_4,84014,3247,598,661
influencer_5334,campaign_4,36179,2192,541,450
influencer_5335,campaign_6,26338,1073,279,370
influencer_5336,campaign_4,93435,4175,1007,173
influencer_5337,campaign_5,70681,842,176,349
influencer_5338,campaign_9,33101,1974,546,748
influencer_5339,campaign_7,3775,172,28,37
influencer_5340,campaign_8,98183,1787,285,533
influencer_5341,campaign_5,46619,347,88,128
influencer_5342,campaign_5,46838,1319,263,421
influencer_5343,campaign_7,20539,345,60,102
influencer_5344,campaign_8,58124,2589,807,749
influencer_5345,campaign_9,66149,705,164,26
influencer_5346,campaign_2,27616,1504,219,200
influencer_5347,campaign_3,80655,1140,218,396
influencer_5348,campaign_2,91695,2264,325,577
influencer_5349,campaign_10,55567,1490,368,437
influencer_5350,campaign_7,38099,2642,535,579
influencer_5351,campaign_2,76831,2324,329,418
influencer_5352,campaign_2,62799,4128,793,1118
influencer_5353,campaign_2,91221,7003,1460,434
influencer_5354,campaign_4,26479,133,23,22
influencer_5355,campaign_1,47172,1247,300,428
influencer_5356,campaign_2,56863,2818,834,654
influencer_5357,campaign_3,43043,619,166,226
influencer_5358,campaign_7,83569,5660,1265,235
influencer_5359,campaign_10,16408,312,75,6
influencer_5360,campaign_1,58980,860,188,161
influencer_5361,campaign_6,83956,3146,418,385
influencer_5362,campaign_3,17351,717,171,232
influencer_5363,campaign_3,5131,262,56,87
influencer_5364,campaign_4,45825,3286,686,396
influencer_5365,campaign_4,12349,220,57,45
influencer_5366,campaign_7,61931,3333,853,951
influencer_5367,campaign_3,45254,383,98,153
influencer_5368,campaign_8,39225,635,178,219
influencer_5369,campaign_8,13453,533,116,54
influencer_5370,campaign_7,19814,973,185,314
influencer_5371,campaign_2,19263,764,216,215
influencer_5372,campaign_5,78694,2776,699,827
influencer_5373,campaign_6,16735,977,175,434
influencer_5374,campaign_10,16830,891,148,394
influencer_5375,campaign_4,48893,1289,291,280
influencer_5376,campaign_10,45673,1901,429,99
influencer_5377,campaign_5,90462,6192,965,1750
influencer_5378,campaign_9,46066,2650,783,978
influencer_5379,campaign_7,4373,25,6,3
influencer_5380,campaign_2,11335,307,58,110
influencer_5381,campaign_1,24741,811,213,255
influencer_5382,campaign_2,11692,310,68,89
influencer_5383,campaign_3,48295,1715,466,549
influencer_5384,campaign_2,46541,2711,488,937
influencer_5385,campaign_3,35057,1724,281,703
influencer_5386,campaign_10,67983,2811,508,1020
influencer_5387,campaign_9,20583,1331,384,307
influencer_5388,campaign_4,23765,397,78,46
influencer_5389,campaign_9,60287,560,142,49
influencer_5390,campaign_3,24906,380,73,57
influencer_5391,campaign_1,86103,4900,677,1020
influencer_5392,campaign_5,80675,1230,342,201
influencer_5393,campaign_10,47525,1293,180,309
influencer_5394,campaign_10,39230,2050,488,308
influencer_5395,campaign_2,20520,1174,235,457
influencer_5396,campaign_4,86238,5421,1477,1691
influencer_5397,campaign_2,52934,2880,479,551
influencer_5398,campaign_2,26566,494,80,101
influencer_5399,campaign_3,74193,3515,697,821
influencer_5400,campaign_5,31134,823,157,63
influencer_5401,campaign_4,11345,522,109,30
influencer_5402,campaign_2,42185,2515,747,787
influencer_5403,campaign_10,93949,2639,642,182
influencer_5404,campaign_2,71744,1506,381,322
influencer_5405,campaign_6,34455,372,55,69
influencer_5406,campaign_7,29018,1746,419,500
influencer_5407,campaign_10,55219,581,124,185
influencer_5408,campaign_6,46991,1445,454,510
influencer_5409,campaign_7,74616,322,62,43
influencer_5410,campaign_1,88438,3107,778,958
influencer_5411,campaign_6,10486,371,72,144
influencer_5412,campaign_3,39862,277,45,130
influencer_5413,campaign_1,59870,1142,204,207
influencer_5414,campaign_8,87694,2062,518,713
influencer_5415,campaign_4,44856,1236,292,154
influencer_5416,campaign_10,87055,3452,795,1023
influencer_5417,campaign_8,32379,730,165,41
influencer_5418,campaign_10,65729,2702,526,179
influencer_5419,campaign_4,29378,658,164,241
influencer_5420,campaign_4,55353,3712,770,319
influencer_5421,campaign_10,50996,1577,380,204
influencer_5422,campaign_4,15031,460,111,91
influencer_5423,campaign_6,81072,5426,731,1000
influencer_5424,campaign_9,66982,867,206,53
influencer_5425,campaign_5,37683,1132,301,147
influencer_5426,campaign_10,18618,1290,206,209
influencer_5427,campaign_8,7587,349,106,109
influencer_5428,campaign_8,63790,895,196,131
influencer_5429,campaign_4,32480,1817,271,471
influencer_5430,campaign_10,99530,4852,946,1373
influencer_5431,campaign_9,21527,1533,365,237
influencer_5432,campaign_9,24569,1018,236,97
influencer_5433,campaign_5,12151,654,119,46
influencer_5434,campaign_6,72094,3947,715,535
influencer_5435,campaign_5,60174,2313,300,301
influencer_5436,campaign_3,45739,1174,168,343
influencer_5437,campaign_8,33954,2017,386,667
influencer_5438,campaign_9,36303,1973,498,539
influencer_5439,campaign_4,35700,2248,528,188
influencer_5440,campaign_9,94036,777,164,321
influencer_5441,campaign_9,68568,403,80,94
influencer_5442,campaign_7,67788,2590,583,753
influencer_5443,campaign_8,72045,1694,437,520
influencer_5444,campaign_3,38842,2051,502,126
influencer_5445,campaign_5,14900,789,113,169
influencer_5446,campaign_3,81059,953,154,143
influencer_5447,campaign_7,2881,69,13,29
influencer_5448,campaign_6,34037,1746,387,544
influencer_5449,campaign_3,2630,37,8,6
influencer_5450,campaign_9,21789,648,106,103
influencer_5451,campaign_1,89059,4699,1240,360
influencer_5452,campaign_10,84494,1415,288,584
influencer_5453,campaign_3,47151,498,104,184
influencer_5454,campaign_10,49920,1727,264,221
influencer_5455,campaign_7,68231,5059,1249,332
influencer_5456,campaign_3,81357,5697,1357,536
influencer_5457,campaign_3,4262,139,38,21
influencer_5458,campaign_2,67981,1692,490,600
influencer_5459,campaign_9,82972,3762,530,640
influencer_5460,campaign_4,76485,3180,931,785
influencer_5461,campaign_10,55722,661,93,106
influencer_5462,campaign_6,90499,432,89,147
influencer_5463,campaign_2,51818,2093,480,770
influencer_5464,campaign_9,30932,581,78,95
influencer_5465,campaign_7,7901,222,58,26
influencer_5466,campaign_10,9597,653,89,97
influencer_5467,campaign_5,64909,4164,1048,297
influencer_5468,campaign_7,73391,1986,356,197
influencer_5469,campaign_4,85214,3807,793,959
influencer_5470,campaign_10,9263,353,94,80
influencer_5471,campaign_7,64293,3092,515,584
influencer_5472,campaign_2,26805,1905,311,387
influencer_5473,campaign_7,92679,4488,751,1832
influencer_5474,campaign_4,12874,503,84,122
influencer_5475,campaign_4,94065,2827,460,296
influencer_5476,campaign_1,87402,1379,225,124
influencer_5477,campaign_3,15079,677,162,210
influencer_5478,campaign_5,50850,1679,303,138
influencer_5479,campaign_5,73779,3521,887,55
influencer_5480,campaign_2,96408,1083,195,135
influencer_5481,campaign_4,10018,415,86,115
influencer_5482,campaign_1,50500,724,156,134
influencer_5483,campaign_9,13100,213,59,29
influencer_5484,campaign_1,58021,2942,809,476
influencer_5485,campaign_6,20800,777,191,272
influencer_5486,campaign_7,64400,1076,281,72
influencer_5487,campaign_3,93446,2521,521,628
influencer_5488,campaign_1,30437,741,158,78
influencer_5489,campaign_7,77537,659,101,99
influencer_5490,campaign_3,47675,3155,755,763
influencer_5491,campaign_10,20942,173,46,40
influencer_5492,campaign_6,21862,859,173,68
influencer_5493,campaign_6,12669,939,171,70
influencer_5494,campaign_4,54772,2465,392,357
influencer_5495,campaign_6,16916,1055,253,161
influencer_5496,campaign_10,11878,112,19,18
influencer_5497,campaign_4,3985,227,41,56
influencer_5498,campaign_8,98905,7112,1875,459
influencer_5499,campaign_9,74648,2158,476,323
influencer_5500,campaign_2,42235,1804,383,782
influencer_5501,campaign_7,19931,1246,357,218
influencer_5502,campaign_9,93876,1897,402,74
influencer_5503,campaign_9,1336,71,20,14
influencer_5504,campaign_5,43933,1837,273,386
influencer_5505,campaign_1,85899,4332,657,595
influencer_5506,campaign_6,46536,2114,673,707
influencer_5507,campaign_8,70504,4652,767,1516
influencer_5508,campaign_1,52148,2134,522,867
influencer_5509,campaign_2,17279,369,54,109
influencer_5510,campaign_1,69665,415,111,163
influencer_5511,campaign_5,72386,2724,693,796
influencer_5512,campaign_2,87124,5082,1420,1252
influencer_5513,campaign_10,78485,3235,733,1364
influencer_5514,campaign_10,75055,2981,514,500
influencer_5515,campaign_4,92911,6733,1254,1151
influencer_5516,campaign_1,99618,900,210,306
influencer_5517,campaign_7,78273,3066,702,301
influencer_5518,campaign_8,67670,1173,166,293
influencer_5519,campaign_5,77474,2499,464,357
influencer_5520,campaign_2,55028,3692,746,205
influencer_5521,campaign_8,91022,1154,172,382
influencer_5522,campaign_1,92632,4407,939,421
influencer_5523,campaign_7,72128,4367,1063,317
influencer_5524,campaign_1,19108,448,95,36
influencer_5525,campaign_6,53495,1386,339,14
influencer_5526,campaign_6,83806,3837,629,526
influencer_5527,campaign_5,94185,2670,637,886
influencer_5528,campaign_2,77533,2596,675,770
influencer_5529,campaign_2,57830,573,129,234
influencer_5530,campaign_9,75640,2206,418,699
influencer_5531,campaign_5,53509,1258,279,452
influencer_5532,campaign_5,67406,3952,1032,1145
influencer_5533,campaign_7,95220,1179,232,347
influencer_5534,campaign_6,40519,2611,643,555
influencer_5535,campaign_2,50649,1980,611,561
influencer_5536,campaign_1,35524,818,174,352
influencer_5537,campaign_5,97493,2224,582,790
influencer_5538,campaign_4,34885,960,133,230
influencer_5539,campaign_3,45369,2827,739,893
influencer_5540,campaign_2,96402,4463,782,1792
influencer_5541,campaign_10,31676,400,72,145
influencer_5542,campaign_2,65093,3073,690,730
influencer_5543,campaign_4,48764,357,54,52
influencer_5544,campaign_2,51799,1247,230,554
influencer_5545,campaign_4,80414,4052,920,516
influencer_5546,campaign_3,94095,4273,814,319
influencer_5547,campaign_9,73307,2270,384,842
influencer_5548,campaign_7,83062,3142,722,876
influencer_5549,campaign_3,96432,1819,473,78
influencer_5550,campaign_8,32923,900,219,53
influencer_5551,campaign_9,79388,5287,1388,1234
influencer_5552,campaign_7,48574,940,221,137
influencer_5553,campaign_6,44391,2146,618,583
influencer_5554,campaign_4,54664,1581,379,499
influencer_5555,campaign_5,68384,4720,1040,190
influencer_5556,campaign_8,32027,110,19,48
influencer_5557,campaign_3,36464,359,71,102
influencer_5558,campaign_2,35485,434,90,36
influencer_5559,campaign_3,20456,1112,232,306
influencer_5560,campaign_7,75795,1833,429,404
influencer_5561,campaign_8,36554,1453,359,82
influencer_5562,campaign_1,47922,1540,462,375
influencer_5563,campaign_7,14409,784,188,106
influencer_5564,campaign_9,70327,527,99,233
influencer_5565,campaign_3,92400,1201,203,352
influencer_5566,campaign_3,37639,2320,443,480
influencer_5567,campaign_8,64627,538,83,129
influencer_5568,campaign_4,84424,4853,985,544
influencer_5569,campaign_8,20692,300,51,46
influencer_5570,campaign_5,90037,1633,452,269
influencer_5571,campaign_3,79840,2073,279,302
influencer_5572,campaign_4,55200,527,84,102
influencer_5573,campaign_4,94063,2069,439,791
influencer_5574,campaign_8,58415,1380,314,154
influencer_5575,campaign_6,19074,1359,309,157
influencer_5576,campaign_7,16549,911,152,111
influencer_5577,campaign_9,30963,775,127,135
influencer_5578,campaign_6,92456,5989,1101,1382
influencer_5579,campaign_3,97362,5077,1504,1084
influencer_5580,campaign_3,53265,3842,583,815
influencer_5581,campaign_3,17061,359,94,58
influencer_5582,campaign_10,59226,829,143,364
influencer_5583,campaign_2,29810,1230,165,189
influencer_5584,campaign_1,61006,1133,280,122
influencer_5585,campaign_10,23800,1471,219,254
influencer_5586,campaign_1,76476,2604,649,15
influencer_5587,campaign_4,70460,3252,855,277
influencer_5588,campaign_3,58767,1759,468,578
influencer_5589,campaign_5,29054,2066,504,225
influencer_5590,campaign_9,76319,2134,402,910
influencer_5591,campaign_8,46397,3187,461,915
influencer_5592,campaign_9,14233,952,250,160
influencer_5593,campaign_5,91020,3223,839,1135
influencer_5594,campaign_8,26068,1578,478,544
influencer_5595,campaign_4,66727,1239,250,337
influencer_5596,campaign_5,91610,5803,1198,1279
influencer_5597,campaign_3,71453,3603,642,1665
influencer_5598,campaign_5,26832,139,28,22
influencer_5599,campaign_3,87242,5384,940,1372
influencer_5600,campaign_5,14682,788,231,177
influencer_5601,campaign_5,93298,1701,401,584
influencer_5602,campaign_6,24383,144,35,59
influencer_5603,campaign_9,59160,905,194,405
influencer_5604,campaign_1,94332,3223,539,987
influencer_5605,campaign_10,24666,1099,248,134
influencer_5606,campaign_6,59817,1591,380,565
influencer_5607,campaign_1,92198,5730,987,1543
influencer_5608,campaign_6,35642,388,85,20
influencer_5609,campaign_2,42830,980,281,226
influencer_5610,campaign_8,11234,173,41,31
influencer_5611,campaign_3,58616,1519,306,675
influencer_5612,campaign_10,10221,652,168,106
influencer_5613,campaign_6,12410,565,136,16
influencer_5614,campaign_6,81055,2736,660,727
influencer_5615,campaign_4,62413,3017,785,511
influencer_5616,campaign_5,2051,30,7,8
influencer_5617,campaign_2,76301,1492,425,252
influencer_5618,campaign_10,77918,3966,865,191
influencer_5619,campaign_10,79116,4196,667,979
influencer_5620,campaign_8,57563,2035,625,469
influencer_5621,campaign_10,98859,1939,487,575
influencer_5622,campaign_7,45757,1479,276,694
influencer_5623,campaign_10,78475,4485,737,1216
influencer_5624,campaign_6,52257,1672,314,584
influencer_5625,campaign_7,96500,6227,969,2066
influencer_5626,campaign_1,1307,96,15,16
influencer_5627,campaign_5,57889,1960,344,234
influencer_5628,campaign_7,69895,2910,576,631
influencer_5629,campaign_1,96184,4393,645,1286
influencer_5630,campaign_2,36944,1894,445,703
influencer_5631,campaign_9,39134,1742,331,278
influencer_5632,campaign_3,28323,1327,350,443
influencer_5633,campaign_6,72762,4725,959,391
influencer_5634,campaign_7,88225,1937,412,714
influencer_5635,campaign_9,97507,3508,1071,910
influencer_5636,campaign_5,26954,1475,379,578
influencer_5637,campaign_4,56021,2907,682,891
influencer_5638,campaign_2,90959,2533,639,791
influencer_5639,campaign_3,96927,6484,1495,1655
influencer_5640,campaign_5,80866,2265,544,113
influencer_5641,campaign_2,71427,1224,180,166
influencer_5642,campaign_4,5992,61,11,12
influencer_5643,campaign_1,2961,119,17,28
influencer_5644,campaign_4,13497,306,56,81
influencer_5645,campaign_7,33551,199,58,66
influencer_5646,campaign_3,77384,4467,885,1734
influencer_5647,campaign_10,56755,3005,493,302
influencer_5648,campaign_8,14255,861,240,128
influencer_5649,campaign_6,5567,78,14,7
influencer_5650,campaign_6,49847,3293,728,740
influencer_5651,campaign_1,49003,2971,646,374
influencer_5652,campaign_5,21389,723,185,46
influencer_5653,campaign_3,45523,193,50,27
influencer_5654,campaign_10,62576,3188,794,213
influencer_5655,campaign_1,44919,2549,673,207
influencer_5656,campaign_8,83103,5520,785,929
influencer_5657,campaign_7,4358,85,20,15
influencer_5658,campaign_7,89535,1872,396,758
influencer_5659,campaign_10,77524,4704,1160,202
influencer_5660,campaign_10,98057,2710,565,744
influencer_5661,campaign_10,6698,199,36,37
influencer_5662,campaign_4,67809,323,57,90
influencer_5663,campaign_6,94079,504,87,136
influencer_5664,campaign_9,56805,1787,437,503
influencer_5665,campaign_3,32349,2274,527,405
influencer_5666,campaign_9,77777,4845,837,1499
influencer_5667,campaign_4,51248,1111,268,254
influencer_5668,campaign_5,76033,318,44,51
influencer_5669,campaign_7,99239,7098,1788,101
influencer_5670,campaign_6,45041,2318,629,742
influencer_5671,campaign_10,32954,624,105,72
influencer_5672,campaign_8,9002,253,32,39
influencer_5673,campaign_8,70783,1134,281,243
influencer_5674,campaign_8,88234,4307,1103,459
influencer_5675,campaign_3,20738,240,59,43
influencer_5676,campaign_10,11703,527,77,161
influencer_5677,campaign_6,50422,337,72,132
influencer_5678,campaign_7,84106,931,160,269
influencer_5679,campaign_9,62899,3848,690,432
influencer_5680,campaign_10,13392,566,110,41
influencer_5681,campaign_10,45724,2859,847,844
influencer_5682,campaign_4,33299,1051,342,346
influencer_5683,campaign_5,16641,1088,314,206
influencer_5684,campaign_8,80534,1090,176,215
influencer_5685,campaign_1,7305,156,28,23
influencer_5686,campaign_6,99262,384,69,110
influencer_5687,campaign_4,19782,883,254,246
influencer_5688,campaign_5,79257,1633,312,462
influencer_5689,campaign_5,78963,3240,772,1213
influencer_5690,campaign_2,21566,616,85,92
influencer_5691,campaign_8,68766,3651,627,1486
influencer_5692,campaign_2,7511,112,27,42
influencer_5693,campaign_4,27177,1630,392,665
influencer_5694,campaign_5,5765,160,31,49
influencer_5695,campaign_1,21354,1160,341,421
influencer_5696,campaign_6,24929,489,102,132
influencer_5697,campaign_2,29820,626,112,274
influencer_5698,campaign_5,30523,777,115,125
influencer_5699,campaign_6,72088,3582,1025,839
influencer_5700,campaign_8,67163,1946,609,513
influencer_5701,campaign_9,78525,1220,268,222
influencer_5702,campaign_6,14780,471,110,16
influencer_5703,campaign_5,7589,505,92,39
influencer_5704,campaign_4,35812,383,70,56
influencer_5705,campaign_2,94664,1522,420,243
influencer_5706,campaign_2,46939,768,141,89
influencer_5707,campaign_7,52493,726,185,33
influencer_5708,campaign_5,94326,2035,428,618
influencer_5709,campaign_7,41953,2079,422,953
influencer_5710,campaign_1,66785,3277,640,895
influencer_5711,campaign_1,20309,1397,347,40
influencer_5712,campaign_5,55195,1334,296,75
influencer_5713,campaign_2,26901,381,54,93
influencer_5714,campaign_8,24576,1326,317,133
influencer_5715,campaign_3,32508,504,81,110
influencer_5716,campaign_1,75711,5282,787,1118
influencer_5717,campaign_2,26464,441,88,73
influencer_5718,campaign_10,61281,3013,761,818
influencer_5719,campaign_10,17260,266,73,37
influencer_5720,campaign_7,36440,1437,468,451
influencer_5721,campaign_6,96082,1421,293,198
influencer_5722,campaign_8,57683,1208,223,470
influencer_5723,campaign_7,42430,2844,538,290
influencer_5724,campaign_10,2987,34,6,4
influencer_5725,campaign_8,26105,830,166,222
influencer_5726,campaign_3,79484,3149,640,580
influencer_5727,campaign_6,14026,838,199,227
influencer_5728,campaign_7,69309,1742,255,324
influencer_5729,campaign_10,46927,817,127,131
influencer_5730,campaign_1,76414,3909,749,266
influencer_5731,campaign_1,58535,885,243,206
influencer_5732,campaign_7,43946,1256,299,132
influencer_5733,campaign_3,57561,2291,398,339
influencer_5734,campaign_3,11377,452,71,91
influencer_5735,campaign_5,54592,1235,280,177
influencer_5736,campaign_6,8347,327,64,41
influencer_5737,campaign_2,34776,2305,405,375
influencer_5738,campaign_3,4783,148,38,17
influencer_5739,campaign_6,56798,877,139,232
influencer_5740,campaign_3,5298,123,17,27
influencer_5741,campaign_5,71204,3772,952,112
influencer_5742,campaign_9,87207,1672,429,129
influencer_5743,campaign_3,56161,524,147,97
influencer_5744,campaign_6,61652,1176,228,91
influencer_5745,campaign_5,35484,354,68,92
influencer_5746,campaign_5,99614,2243,470,455
influencer_5747,campaign_6,21922,687,200,226
influencer_5748,campaign_6,35028,1357,324,96
influencer_5749,campaign_1,21316,449,142,157
influencer_5750,campaign_9,77996,3744,1025,1257
influencer_5751,campaign_5,17968,75,18,31
influencer_5752,campaign_1,31266,349,83,9
influencer_5753,campaign_8,96745,3955,855,1646
influencer_5754,campaign_7,25000,701,117,189
influencer_5755,campaign_7,15011,617,174,107
influencer_5756,campaign_5,3866,258,59,46
influencer_5757,campaign_1,6898,79,23,22
influencer_5758,campaign_9,19395,883,217,285
influencer_5759,campaign_9,40019,2510,445,798
influencer_5760,campaign_8,5006,327,67,79
influencer_5761,campaign_5,35393,837,198,41
influencer_5762,campaign_3,11956,313,74,130
influencer_5763,campaign_8,51042,711,157,264
influencer_5764,campaign_1,97199,1108,146,146
influencer_5765,campaign_3,7078,192,51,62
influencer_5766,campaign_7,30631,270,67,45
influencer_5767,campaign_4,96676,6811,1012,1385
influencer_5768,campaign_7,63901,638,104,114
influencer_5769,campaign_5,70497,2661,609,77
influencer_5770,campaign_6,95813,6319,1325,540
influencer_5771,campaign_7,42574,2163,643,415
influencer_5772,campaign_10,32417,734,131,158
influencer_5773,campaign_7,89020,993,188,211
influencer_5774,campaign_7,84639,3638,788,686
